name,shop,host2_shop_url,host2_profile_url,photo_source_url,shop_monthly_rank,collected_at,selection_score,shop_listed_hosts,sns_tiktok_top30_match,external_popularity_signal,selection_basis
銀次郎,NEVERLAND,https://www.host2.jp/shop/neverland/index.html,https://www.host2.jp/shop/neverland/ginziro/index.html,https://www.host2.jp/shop/neverland/ginziro/pr01-thum.jpg,1,2026-09-24,562,31,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
雪宮 椿,Glow,https://www.host2.jp/shop/glow01/index.html,https://www.host2.jp/shop/glow01/tsubaki/index.html,https://www.host2.jp/shop/glow01/tsubaki/pr01-thum.jpg,1,2026-09-24,562,31,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
鳳 潤夜,Lovereath,https://www.host2.jp/shop/lovereath/index.html,https://www.host2.jp/shop/lovereath/junya/index.html,https://www.host2.jp/shop/lovereath/junya/pr01-thum.jpg,1,2026-09-24,562,31,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
りょう,Ruby,https://www.host2.jp/shop/ruby01/index.html,https://www.host2.jp/shop/ruby01/ryo/index.html,https://www.host2.jp/shop/ruby01/ryo/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
マオ。,No.9 SAPPORO by ACQUA,https://www.host2.jp/shop/no9_sapporo/index.html,https://www.host2.jp/shop/no9_sapporo/mao/index.html,https://www.host2.jp/shop/no9_sapporo/mao/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
一ノ瀬 紘人,ETERNAL STAR -groupdandy-,https://www.host2.jp/shop/eternalstar/index.html,https://www.host2.jp/shop/eternalstar/hiroto/index.html,https://www.host2.jp/shop/eternalstar/hiroto/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
夜桜 春,JEANNE D'ARC,https://www.host2.jp/shop/jeannedarc01/index.html,https://www.host2.jp/shop/jeannedarc01/haru/index.html,https://www.host2.jp/shop/jeannedarc01/haru/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
如月 翔,NEXT -HAREM-,https://www.host2.jp/shop/nextharem/index.html,https://www.host2.jp/shop/nextharem/sho/index.html,https://www.host2.jp/shop/nextharem/sho/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
妃咲叶桜,ESPRINCE,https://www.host2.jp/shop/ESPRINCE/index.html,https://www.host2.jp/shop/ESPRINCE/kanon/index.html,https://www.host2.jp/shop/ESPRINCE/kanon/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
小宇宙DAIGO,Vi-Lay,https://www.host2.jp/shop/vilay/index.html,https://www.host2.jp/shop/vilay/daigo/index.html,https://www.host2.jp/shop/vilay/daigo/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
春希,CINDERELLA GROUP -本店-,https://www.host2.jp/shop/cinderellagrouphonten/index.html,https://www.host2.jp/shop/cinderellagrouphonten/haruki1/index.html,https://www.host2.jp/shop/cinderellagrouphonten/haruki1/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
桜木真司,AVENGERS ZERO,https://www.host2.jp/shop/avengers_zero/index.html,https://www.host2.jp/shop/avengers_zero/shinji/index.html,https://www.host2.jp/shop/avengers_zero/shinji/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
水咲 天,FUYUTSUKI -Duo-,https://www.host2.jp/shop/dezonduo/index.html,https://www.host2.jp/shop/dezonduo/ten02/index.html,https://www.host2.jp/shop/dezonduo/ten02/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
流川りおん,S PIDA,https://www.host2.jp/shop/spida/index.html,https://www.host2.jp/shop/spida/rion/index.html,https://www.host2.jp/shop/spida/rion/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
玄,ARK OCEAN,https://www.host2.jp/shop/arkocean/index.html,https://www.host2.jp/shop/arkocean/gen/index.html,https://www.host2.jp/shop/arkocean/gen/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
百瀬威吹,EMPEROR,https://www.host2.jp/shop/emperor/index.html,https://www.host2.jp/shop/emperor/ibuki/index.html,https://www.host2.jp/shop/emperor/ibuki/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
神楽水 雷輝,Dewor,https://www.host2.jp/shop/dewor/index.html,https://www.host2.jp/shop/dewor/raiki/index.html,https://www.host2.jp/shop/dewor/raiki/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
緋咲光聖,RED SAPPORO,https://www.host2.jp/shop/red_sapporo/index.html,https://www.host2.jp/shop/red_sapporo/kosei/index.html,https://www.host2.jp/shop/red_sapporo/kosei/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
赤羽エイト,VEAST -ignite-,https://www.host2.jp/shop/veast/index.html,https://www.host2.jp/shop/veast/eito/index.html,https://www.host2.jp/shop/veast/eito/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
隼,MAJESTY -NOVA-,https://www.host2.jp/shop/majesty_nova/index.html,https://www.host2.jp/shop/majesty_nova/jun/index.html,https://www.host2.jp/shop/majesty_nova/jun/pr01-thum.jpg,1,2026-09-24,560,30,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
ハル,TOP,https://www.host2.jp/shop/top/index.html,https://www.host2.jp/shop/top/haru/index.html,https://www.host2.jp/shop/top/haru/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
七瀬 紬,club nika,https://www.host2.jp/shop/nika/index.html,https://www.host2.jp/shop/nika/tsumugi/index.html,https://www.host2.jp/shop/nika/tsumugi/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
主人 洸,GENTLY BLACK,https://www.host2.jp/shop/gently_black/index.html,https://www.host2.jp/shop/gently_black/ko/index.html,https://www.host2.jp/shop/gently_black/ko/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
冥条 翠,Dear's Lucia,https://www.host2.jp/shop/dearsluciaosaka/index.html,https://www.host2.jp/shop/dearsluciaosaka/sui/index.html,https://www.host2.jp/shop/dearsluciaosaka/sui/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
天月鯉伴,COLORS NOIR ,https://www.host2.jp/shop/noircolors/index.html,https://www.host2.jp/shop/noircolors/rihan/index.html,https://www.host2.jp/shop/noircolors/rihan/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
天音瑠珂,I am -本店-,https://www.host2.jp/shop/iam/index.html,https://www.host2.jp/shop/iam/ruka2/index.html,https://www.host2.jp/shop/iam/ruka2/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
早瀬 翔,Dear's/GENTLY -Dear's沖縄-,https://www.host2.jp/shop/dearsgentlydears/index.html,https://www.host2.jp/shop/dearsgentlydears/sho/index.html,https://www.host2.jp/shop/dearsgentlydears/sho/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
来栖胡桃,HAPPY by ACQUA,https://www.host2.jp/shop/happy_by_acqua/index.html,https://www.host2.jp/shop/happy_by_acqua/kurumi/index.html,https://www.host2.jp/shop/happy_by_acqua/kurumi/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
美咲湊月,HAWKINS,https://www.host2.jp/shop/hawkins/index.html,https://www.host2.jp/shop/hawkins/mitsuki/index.html,https://www.host2.jp/shop/hawkins/mitsuki/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
美堂 聖,AIR DIAMOND,https://www.host2.jp/shop/airdiamond/index.html,https://www.host2.jp/shop/airdiamond/koki/index.html,https://www.host2.jp/shop/airdiamond/koki/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
美堂春樹,ARIEL,https://www.host2.jp/shop/arielspring/index.html,https://www.host2.jp/shop/arielspring/haruki/index.html,https://www.host2.jp/shop/arielspring/haruki/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
美織,neo universe -REIGN-,https://www.host2.jp/shop/nu_reign/index.html,https://www.host2.jp/shop/nu_reign/miori/index.html,https://www.host2.jp/img/com/staff_pr.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
芳村愛支,ЯEVIVAL,https://www.host2.jp/shop/revival02/index.html,https://www.host2.jp/shop/revival02/eto/index.html,https://www.host2.jp/shop/revival02/eto/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
葵,Nyx,https://www.host2.jp/shop/nyx_k/index.html,https://www.host2.jp/shop/nyx_k/aoi/index.html,https://www.host2.jp/shop/nyx_k/aoi/pr01-thum.jpg,1,2026-09-24,558,29,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
Koo,SUITE,https://www.host2.jp/shop/suite/index.html,https://www.host2.jp/shop/suite/koo/index.html,https://www.host2.jp/shop/suite/koo/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
S,CENTURY -Men's Lounge-,https://www.host2.jp/shop/century01/index.html,https://www.host2.jp/shop/century01/s/index.html,https://www.host2.jp/img/com/staff_pr.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
あやと,PARTY,https://www.host2.jp/shop/party2/index.html,https://www.host2.jp/shop/party2/ayato/index.html,https://www.host2.jp/shop/party2/ayato/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
せな,Rigel,https://www.host2.jp/shop/rigel/index.html,https://www.host2.jp/shop/rigel/sena/index.html,https://www.host2.jp/shop/rigel/sena/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
ゆってぃーまたの名は黒羽蘭舞,Berry,https://www.host2.jp/shop/berry/index.html,https://www.host2.jp/shop/berry/yuttei/index.html,https://www.host2.jp/shop/berry/yuttei/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
七星 颯,Dear's BACHELOR,https://www.host2.jp/shop/dearsbachelor/index.html,https://www.host2.jp/shop/dearsbachelor/hayate/index.html,https://www.host2.jp/shop/dearsbachelor/hayate/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
凛,LOVELY,https://www.host2.jp/shop/lovely/index.html,https://www.host2.jp/shop/lovely/rin/index.html,https://www.host2.jp/shop/lovely/rin/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
凪咲,crown -sapporo-,https://www.host2.jp/shop/crown_sapporo/index.html,https://www.host2.jp/shop/crown_sapporo/nagisa/index.html,https://www.host2.jp/shop/crown_sapporo/nagisa/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
天使メイ,GIFT,https://www.host2.jp/shop/gift/index.html,https://www.host2.jp/shop/gift/mei/index.html,https://www.host2.jp/shop/gift/mei/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
天羽 翔,Felicia,https://www.host2.jp/shop/felicia/index.html,https://www.host2.jp/shop/felicia/sho/index.html,https://www.host2.jp/shop/felicia/sho/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
姫乃 昴,FUYUTSUKI -PURGE-,https://www.host2.jp/shop/purge/index.html,https://www.host2.jp/shop/purge/subaru/index.html,https://www.host2.jp/shop/purge/subaru/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
愛希人,STNY,https://www.host2.jp/shop/stny/index.html,https://www.host2.jp/shop/stny/akito/index.html,https://www.host2.jp/shop/stny/akito/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
成宮 染,Ragnus,https://www.host2.jp/shop/ragnus/index.html,https://www.host2.jp/shop/ragnus/sen/index.html,https://www.host2.jp/shop/ragnus/sen/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
柊月 真,FUTURE,https://www.host2.jp/shop/future/index.html,https://www.host2.jp/shop/future/shin/index.html,https://www.host2.jp/shop/future/shin/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
添星,youth platinum,https://www.host2.jp/shop/youthplatinum/index.html,https://www.host2.jp/shop/youthplatinum/tensei/index.html,https://www.host2.jp/shop/youthplatinum/tensei/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
湊,UNITED Dear's -cray-G-,https://www.host2.jp/shop/cray-g/index.html,https://www.host2.jp/shop/cray-g/minato/index.html,https://www.host2.jp/shop/cray-g/minato/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
瑛太,WATER WORLD -1st-,https://www.host2.jp/shop/waterworld1st/index.html,https://www.host2.jp/shop/waterworld1st/eita/index.html,https://www.host2.jp/shop/waterworld1st/eita/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
紡,HANDSOME,https://www.host2.jp/shop/trend/index.html,https://www.host2.jp/shop/trend/tsumugu02/index.html,https://www.host2.jp/shop/trend/tsumugu02/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
風磨,ROMEO & JULIET,https://www.host2.jp/shop/rj/index.html,https://www.host2.jp/shop/rj/fuma/index.html,https://www.host2.jp/shop/rj/fuma/pr01-thum.jpg,1,2026-09-24,556,28,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
Naoki,CLOUD NiNe,https://www.host2.jp/shop/cloud_nine/index.html,https://www.host2.jp/shop/cloud_nine/naoki/index.html,https://www.host2.jp/shop/cloud_nine/naoki/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
おおぞらあおい,Merci,https://www.host2.jp/shop/merci01/index.html,https://www.host2.jp/shop/merci01/aoi/index.html,https://www.host2.jp/shop/merci01/aoi/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
なつきひなた,EPISODE -by groupdandy-,https://www.host2.jp/shop/episode_/index.html,https://www.host2.jp/shop/episode_/hinata2/index.html,https://www.host2.jp/shop/episode_/hinata2/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
一条逢夢,BLUE,https://www.host2.jp/shop/blue/index.html,https://www.host2.jp/shop/blue/amu/index.html,https://www.host2.jp/shop/blue/amu/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
伊達将宗,I am GENTLEMAN,https://www.host2.jp/shop/iamgentleman/index.html,https://www.host2.jp/shop/iamgentleman/masamune/index.html,https://www.host2.jp/shop/iamgentleman/masamune/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
印南 春,RHYTHM,https://www.host2.jp/shop/rhythm/index.html,https://www.host2.jp/shop/rhythm/haru/index.html,https://www.host2.jp/shop/rhythm/haru/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
夏目,FUYUTSUKI -P2-,https://www.host2.jp/shop/p202/index.html,https://www.host2.jp/shop/p202/natsume/index.html,https://www.host2.jp/shop/p202/natsume/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
廉,Luis-Atena-,https://www.host2.jp/shop/atena/index.html,https://www.host2.jp/shop/atena/ren2/index.html,https://www.host2.jp/shop/atena/ren2/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
早乙女 なつ,ALICE,https://www.host2.jp/shop/alice_tokushima/index.html,https://www.host2.jp/shop/alice_tokushima/natsu/index.html,https://www.host2.jp/shop/alice_tokushima/natsu/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
楪羽 凛,AWARD,https://www.host2.jp/shop/award/index.html,https://www.host2.jp/shop/award/rin/index.html,https://www.host2.jp/shop/award/rin/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
珀,SOLO,https://www.host2.jp/shop/solo/index.html,https://www.host2.jp/shop/solo/haku01/index.html,https://www.host2.jp/shop/solo/haku01/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
結城奈津,REGOLITH -GOAT-,https://www.host2.jp/shop/regolithgoat/index.html,https://www.host2.jp/shop/regolithgoat/natsu/index.html,https://www.host2.jp/shop/regolithgoat/natsu/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
美凪京音,GENESIS,https://www.host2.jp/shop/genesis1/index.html,https://www.host2.jp/shop/genesis1/keito/index.html,https://www.host2.jp/shop/genesis1/keito/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
莉紅,VAMPIRE,https://www.host2.jp/shop/vampire/index.html,https://www.host2.jp/shop/vampire/riku/index.html,https://www.host2.jp/shop/vampire/riku/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
葵,THRUSH,https://www.host2.jp/shop/thrush/index.html,https://www.host2.jp/shop/thrush/aoi0/index.html,https://www.host2.jp/shop/thrush/aoi0/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
輝夜舞凰,Break SENDAI group dandy,https://www.host2.jp/shop/break/index.html,https://www.host2.jp/shop/break/mao/index.html,https://www.host2.jp/shop/break/mao/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
門 司,GALLERY -SAPPORO-,https://www.host2.jp/shop/gallerysapporo/index.html,https://www.host2.jp/shop/gallerysapporo/tsukasa/index.html,https://www.host2.jp/shop/gallerysapporo/tsukasa/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
黒向燈弥,AOI -TOKYO-,https://www.host2.jp/shop/aoi/index.html,https://www.host2.jp/shop/aoi/toya/index.html,https://www.host2.jp/shop/aoi/toya/pr01-thum.jpg,1,2026-09-24,554,27,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
もっさん/百瀬千秋,OCEAN,https://www.host2.jp/shop/ocean2/index.html,https://www.host2.jp/shop/ocean2/chaki/index.html,https://www.host2.jp/shop/ocean2/chaki/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
カイリ,ALLSTAR GOLD,https://www.host2.jp/shop/allstar_gold/index.html,https://www.host2.jp/shop/allstar_gold/kairi/index.html,https://www.host2.jp/shop/allstar_gold/kairi/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
ノア,THE CLUB OSAKA,https://www.host2.jp/shop/theclubosaka/index.html,https://www.host2.jp/shop/theclubosaka/noa/index.html,https://www.host2.jp/shop/theclubosaka/noa/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
九条星音,FUYUTSUKI -PARTY-,https://www.host2.jp/shop/fuyutsuki_2/index.html,https://www.host2.jp/shop/fuyutsuki_2/shion/index.html,https://www.host2.jp/shop/fuyutsuki_2/shion/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
嘘月麗音,ARDENT CLUB -本店-,https://www.host2.jp/shop/ardentclub/index.html,https://www.host2.jp/shop/ardentclub/reon/index.html,https://www.host2.jp/shop/ardentclub/reon/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
幸平創真,iKON,https://www.host2.jp/shop/ikon/index.html,https://www.host2.jp/shop/ikon/soma01/index.html,https://www.host2.jp/shop/ikon/soma01/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
成宮涼晟,club THE STINGER -SECOND-,https://www.host2.jp/shop/clubthestinger/index.html,https://www.host2.jp/shop/clubthestinger/ryosei/index.html,https://www.host2.jp/shop/clubthestinger/ryosei/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
月城秋夜,SELENE,https://www.host2.jp/shop/selene/index.html,https://www.host2.jp/shop/selene/shuya02/index.html,https://www.host2.jp/shop/selene/shuya02/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
桜木大夢,Blue Rose,https://www.host2.jp/shop/bluerose01/index.html,https://www.host2.jp/shop/bluerose01/hiromu/index.html,https://www.host2.jp/shop/bluerose01/hiromu/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
渉,CLASSY,https://www.host2.jp/shop/classy_bj/index.html,https://www.host2.jp/shop/classy_bj/wataru/index.html,https://www.host2.jp/shop/classy_bj/wataru/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
瑛琉,Dear's -1st福岡-,https://www.host2.jp/shop/dears-fukuoka1st-/index.html,https://www.host2.jp/shop/dears-fukuoka1st-/eru/index.html,https://www.host2.jp/shop/dears-fukuoka1st-/eru/pr01-thum.jpg,1,2026-09-24,552,26,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
AYUMU,SINCE YOU... -Day'z本店-,https://www.host2.jp/shop/d02/index.html,https://www.host2.jp/shop/d02/ayumu01/index.html,https://www.host2.jp/shop/d02/ayumu01/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
TSUBASA,LE-CIEL,https://www.host2.jp/shop/leciel/index.html,https://www.host2.jp/shop/leciel/tsubasa/index.html,https://www.host2.jp/shop/leciel/tsubasa/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
おしゅんしゅん,GALL BLACK,https://www.host2.jp/shop/gallblack/index.html,https://www.host2.jp/shop/gallblack/shun/index.html,https://www.host2.jp/shop/gallblack/shun/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
及川 晃,Premium BC,https://www.host2.jp/shop/premiumbc/index.html,https://www.host2.jp/shop/premiumbc/akira/index.html,https://www.host2.jp/shop/premiumbc/akira/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
叶 育叶,TOP DANDY SAPPORO,https://www.host2.jp/shop/top_dandy_sapporo/index.html,https://www.host2.jp/shop/top_dandy_sapporo/ikuto/index.html,https://www.host2.jp/shop/top_dandy_sapporo/ikuto/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
天羽夏希,Eyes -本店-,https://www.host2.jp/shop/eyes2/index.html,https://www.host2.jp/shop/eyes2/natsuki/index.html,https://www.host2.jp/shop/eyes2/natsuki/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
山田太郎,Decent,https://www.host2.jp/shop/decent/index.html,https://www.host2.jp/shop/decent/taro/index.html,https://www.host2.jp/shop/decent/taro/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
成瀬恭弥,R WEIβ,https://www.host2.jp/shop/rweib/index.html,https://www.host2.jp/shop/rweib/kyoya/index.html,https://www.host2.jp/shop/rweib/kyoya/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
新堂和真,RED NAGOYA,https://www.host2.jp/shop/rednagoya/index.html,https://www.host2.jp/shop/rednagoya/kazuma/index.html,https://www.host2.jp/shop/rednagoya/kazuma/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
水無瀬 隼,RUTILE,https://www.host2.jp/shop/rutile/index.html,https://www.host2.jp/shop/rutile/shun/index.html,https://www.host2.jp/shop/rutile/shun/pr01-thum.jpg,1,2026-09-24,550,25,,,Host2 monthly in-shop rank; listed shop scale; public SNS/popularity match when exact-name verified
